,home_team,hp1,hp2,hp3,hp4,hp5,hp6,hp7,hp8,hp9,hp10,hp11,away_team,ap1,ap2,ap3,ap4,ap5,ap6,ap7,ap8,ap9,ap10,ap11,home_score,away_score,diff_score,game_results,season
4433,Sunderland,Jordan Pickford,Billy Jones,John O'Shea,Lamine Koné,Bryan Oviedo,Adnan Januzaj,Darron Gibson,Fabio Borini,Sebastian Larsson,Didier Ndong,Jermain Defoe,Manchester City,Willy Caballero,Aleksandar Kolarov,John Stones,Gaël Clichy,Bacary Sagna,Fernandinho,David Silva,Yaya Touré,Leroy Sané,Raheem Sterling,Sergio Agüero,0,2,-2,2,16
4434,Swansea City,Lukasz Fabianski,Federico Fernández,Alfie Mawson,Kyle Naughton,Martin Olsson,Tom Carroll,Jack Cork,Leroy Fer,Fernando Llorente,Gylfi Sigurdsson,Luciano Narsingh,Burnley,Paul Robinson,Ben Mee,Matthew Lowton,Stephen Ward,Michael Keane,Joey Barton,Robbie Brady,George Boyd,Jeff Hendrick,Andre Gray,Sam Vokes,3,2,1,1,16
4435,Tottenham Hotspur,Hugo Lloris,Toby Alderweireld,Jan Vertonghen,Eric Dier,Mousa Dembélé,Victor Wanyama,Kyle Walker,Ben Davies,Dele Alli,Christian Eriksen,Harry Kane,Everton,Joel Robles,Séamus Coleman,Leighton Baines,Ashley Williams,Ramiro Funes Mori,Morgan Schneiderlin,Gareth Barry,Idrissa Gueye,Tom Davies,Ross Barkley,Romelu Lukaku,3,2,1,1,16
4436,Watford,Heurelho Gomes,Younes Kaboul,José Holebas,Sebastian Prödl,Miguel Britos,Tom Cleverley,Etienne Capoue,M'Baye Niang,Valon Behrami,Troy Deeney,Stefano Okaka,Southampton,Fraser Forster,Ryan Bertrand,Jack Stephens,Maya Yoshida,Cédric Soares,James Ward-Prowse,Nathan Redmond,Oriol Romeu,Steven Davis,Dusan Tadic,Manolo Gabbiadini,3,4,-1,2,16
4437,West Bromwich Albion,Ben Foster,Allan-Roméo Nyom,Gareth McAuley,Jonny Evans,Craig Dawson,Jake Livermore,Chris Brunt,Nacer Chadli,Darren Fletcher,James Morrison,Salomón Rondón,Crystal Palace,Wayne Hennessey,Joel Ward,James Tomkins,Mamadou Sakho,Patrick van Aanholt,Wilfried Zaha,Yohan Cabaye,Luka Milivojevic,Jason Puncheon,Andros Townsend,Christian Benteke,0,2,-2,2,16
4438,West Ham United,Darren Randolph,José Fonte,Cheikhou Kouyaté,Aaron Cresswell,Winston Reid,Mark Noble,Manuel Lanzini,Pedro Obiang,Andy Carroll,Robert Snodgrass,Sofiane Feghouli,Chelsea,Thibaut Courtois,Gary Cahill,David Luiz,César Azpilicueta,N'Golo Kanté,Marcos Alonso,Victor Moses,Cesc Fàbregas,Eden Hazard,Diego Costa,Pedro,1,2,-1,2,16
4439,Arsenal,Petr Cech,Laurent Koscielny,Nacho Monreal,Gabriel Paulista,Héctor Bellerín,Francis Coquelin,Granit Xhaka,Kieran Gibbs,Alexis Sánchez,Mesut Özil,Theo Walcott,Leicester City,Kasper Schmeichel,Christian Fuchs,Danny Simpson,Yohan Benalouane,Robert Huth,Marc Albrighton,Riyad Mahrez,Wilfred Ndidi,Daniel Drinkwater,Leonardo Ulloa,Jamie Vardy,1,0,1,1,16
4440,AFC Bournemouth,Artur Boruc,Steve Cook,Charlie Daniels,Simon Francis,Adam Smith,Joshua King,Ryan Fraser,Dan Gosling,Harry Arter,Marc Pugh,Benik Afobe,West Ham United,Darren Randolph,José Fonte,Cheikhou Kouyaté,Aaron Cresswell,Winston Reid,Mark Noble,Sofiane Feghouli,Manuel Lanzini,Pedro Obiang,Andy Carroll,Michail Antonio,3,2,1,1,16
4441,Burnley,Tom Heaton,Matthew Lowton,Ben Mee,Michael Keane,Stephen Ward,Scott Arfield,Dean Marney,George Boyd,Steven Defour,Sam Vokes,Andre Gray,Liverpool,Simon Mignolet,James Milner,Nathaniel Clyne,Dejan Lovren,Ragnar Klavan,Jordan Henderson,Adam Lallana,Georginio Wijnaldum,Daniel Sturridge,Roberto Firmino,Philippe Coutinho,2,0,2,1,16
4442,Chelsea,Asmir Begovic,Nathan Aké,Kurt Zouma,John Terry,N'Golo Kanté,Nathaniel Chalobah,Kenedy,César Azpilicueta,Willian,Michy Batshuayi,Eden Hazard,Watford,Heurelho Gomes,Adrian Mariappa,José Holebas,Sebastian Prödl,Nordin Amrabat,Abdoulaye Doucouré,Valon Behrami,Daryl Janmaat,Tom Cleverley,M'Baye Niang,Etienne Capoue,0,1,-1,2,16
4443,Crystal Palace,Wayne Hennessey,Joel Ward,Jeffrey Schlupp,Martin Kelly,Mamadou Sakho,Wilfried Zaha,Luka Milivojevic,Andros Townsend,Jason Puncheon,James McArthur,Christian Benteke,Tottenham Hotspur,Hugo Lloris,Eric Dier,Jan Vertonghen,Toby Alderweireld,Mousa Dembélé,Victor Wanyama,Ben Davies,Kyle Walker,Dele Alli,Harry Kane,Christian Eriksen,1,2,-1,2,16
4444,Everton,Joel Robles,Séamus Coleman,Leighton Baines,Ashley Williams,Phil Jagielka,Tom Davies,Ross Barkley,Morgan Schneiderlin,Gareth Barry,Kevin Mirallas,Romelu Lukaku,West Bromwich Albion,Ben Foster,Allan-Roméo Nyom,Jonny Evans,Gareth McAuley,Craig Dawson,Darren Fletcher,Jake Livermore,Claudio Yacob,Nacer Chadli,James McClean,Hal Robson-Kanu,3,0,3,1,16
4445,Hull City,Eldin Jakupovic,Andrew Robertson,Andrea Ranocchia,Harry Maguire,Omar Elabdellaoui,Tom Huddlestone,Sam Clucas,Lazar Markovic,Alfred N'Diaye,Kamil Grosicki,Abel Hernández,Swansea City,Lukasz Fabianski,Angel Rangel,Alfie Mawson,Martin Olsson,Federico Fernández,Leroy Fer,Jack Cork,Tom Carroll,Gylfi Sigurdsson,Fernando Llorente,Wayne Routledge,2,1,1,1,16
4446,Manchester City,Willy Caballero,Nicolás Otamendi,Gaël Clichy,Bacary Sagna,Aleksandar Kolarov,Fernandinho,Kevin De Bruyne,Yaya Touré,Jesús Navas,Leroy Sané,Sergio Agüero,Stoke City,Lee Grant,Bruno Martins Indi,Phil Bardsley,Ryan Shawcross,Erik Pieters,Geoff Cameron,Joe Allen,Ramadan Sobhi,Mame Biram Diouf,Jonathan Walters,Saido Berahino,0,2,-2,2,16
4447,Middlesbrough,Brad Guzan,Daniel Ayala,George Friend,Ben Gibson,Calum Chambers,Adam Forshaw,Marten de Roon,Adam Clayton,Cristhian Stuani,Stewart Downing,Álvaro Negredo,Sunderland,Jordan Pickford,Billy Jones,John O'Shea,Jason Denayer,Javier Manquillo,Lee Cattermole,Didier Ndong,Darron Gibson,Victor Anichebe,Wahbi Khazri,Jermain Defoe,4,0,4,1,16
4448,Southampton,Fraser Forster,Cédric Soares,Matt Targett,Jack Stephens,Maya Yoshida,James Ward-Prowse,Oriol Romeu,Steven Davis,Dusan Tadic,Nathan Redmond,Manolo Gabbiadini,Manchester United,Sergio Romero,Phil Jones,Matteo Darmian,Eric Bailly,Chris Smalling,Henrikh Mkhitaryan,Anthony Martial,Axel Tuanzebe,Marouane Fellaini,Juan Mata,Wayne Rooney,1,2,-1,2,16
4449,AFC Bournemouth,Artur Boruc,Charlie Daniels,Adam Smith,Steve Cook,Simon Francis,Marc Pugh,Andrew Surman,Ryan Fraser,Dan Gosling,Joshua King,Benik Afobe,Swansea City,Lukasz Fabianski,Stephen Kingsley,Alfie Mawson,Leroy Fer,Federico Fernández,Tom Carroll,Gylfi Sigurdsson,Jack Cork,Jordan Ayew,Ki Sung-Yueng,Fernando Llorente,2,0,2,1,16
4450,Crystal Palace,Wayne Hennessey,Mamadou Sakho,Jeffrey Schlupp,James Tomkins,Joel Ward,Andros Townsend,Jason Puncheon,Yohan Cabaye,Wilfried Zaha,Luka Milivojevic,Christian Benteke,Watford,Heurelho Gomes,Younes Kaboul,Craig Cathcart,Sebastian Prödl,Miguel Britos,Tom Cleverley,Daryl Janmaat,Etienne Capoue,Valon Behrami,M'Baye Niang,Troy Deeney,1,0,1,1,16
4451,Everton,Joel Robles,Ashley Williams,Séamus Coleman,Phil Jagielka,Leighton Baines,Dominic Calvert-Lewin,Ross Barkley,Morgan Schneiderlin,Tom Davies,Idrissa Gueye,Romelu Lukaku,Hull City,Eldin Jakupovic,Harry Maguire,Andrea Ranocchia,Andrew Robertson,Curtis Davies,Omar Elabdellaoui,Lazar Markovic,Alfred N'Diaye,Tom Huddlestone,Sam Clucas,Abel Hernández,4,0,4,1,16
4452,Manchester City,Willy Caballero,Nicolás Otamendi,Gaël Clichy,John Stones,Fernandinho,Kevin De Bruyne,Raheem Sterling,Yaya Touré,Leroy Sané,David Silva,Sergio Agüero,Liverpool,Simon Mignolet,Ragnar Klavan,James Milner,Joel Matip,Nathaniel Clyne,Emre Can,Georginio Wijnaldum,Adam Lallana,Roberto Firmino,Sadio Mané,Philippe Coutinho,1,1,0,0,16
4453,Middlesbrough,Víctor Valdés,Bernardo Espinosa,Ben Gibson,Antonio Barragán,Fabio,Marten de Roon,Adam Clayton,Grant Leadbitter,Gastón Ramírez,Álvaro Negredo,Stewart Downing,Manchester United,David de Gea,Chris Smalling,Ashley Young,Phil Jones,Eric Bailly,Marouane Fellaini,Jesse Lingard,Luis Antonio Valencia,Michael Carrick,Juan Mata,Marcus Rashford,1,3,-2,2,16
4454,Stoke City,Lee Grant,Erik Pieters,Bruno Martins Indi,Phil Bardsley,Ryan Shawcross,Joe Allen,Ramadan Sobhi,Marko Arnautovic,Geoff Cameron,Saido Berahino,Jonathan Walters,Chelsea,Thibaut Courtois,David Luiz,Gary Cahill,César Azpilicueta,Nemanja Matic,N'Golo Kanté,Victor Moses,Marcos Alonso,Diego Costa,Willian,Pedro,1,2,-1,2,16
4455,Sunderland,Jordan Pickford,Billy Jones,Bryan Oviedo,Jason Denayer,John O'Shea,Sebastian Larsson,Darron Gibson,Jack Rodwell,Jermain Defoe,Adnan Januzaj,Fabio Borini,Burnley,Tom Heaton,Matthew Lowton,Stephen Ward,Ben Mee,Michael Keane,Scott Arfield,Joey Barton,Jeff Hendrick,George Boyd,Ashley Barnes,Andre Gray,0,0,0,0,16
4456,Tottenham Hotspur,Hugo Lloris,Toby Alderweireld,Jan Vertonghen,Eric Dier,Ben Davies,Kyle Walker,Victor Wanyama,Mousa Dembélé,Dele Alli,Son Heung-Min,Christian Eriksen,Southampton,Fraser Forster,Maya Yoshida,Jack Stephens,Cédric Soares,Ryan Bertrand,Dusan Tadic,Oriol Romeu,James Ward-Prowse,Nathan Redmond,Steven Davis,Manolo Gabbiadini,2,1,1,1,16
4457,West Bromwich Albion,Ben Foster,Gareth McAuley,Craig Dawson,Allan-Roméo Nyom,Jonny Evans,Nacer Chadli,Darren Fletcher,James McClean,Chris Brunt,Jake Livermore,Salomón Rondón,Arsenal,Petr Cech,Héctor Bellerín,Nacho Monreal,Laurent Koscielny,Shkodran Mustafi,Alexis Sánchez,Granit Xhaka,Alex Oxlade-Chamberlain,Theo Walcott,Aaron Ramsey,Danny Welbeck,3,1,2,1,16
4458,West Ham United,Darren Randolph,Aaron Cresswell,Sam Byram,José Fonte,Winston Reid,Cheikhou Kouyaté,Manuel Lanzini,Michail Antonio,Pedro Obiang,André Ayew,Andy Carroll,Leicester City,Kasper Schmeichel,Robert Huth,Christian Fuchs,Yohan Benalouane,Danny Simpson,Marc Albrighton,Daniel Drinkwater,Riyad Mahrez,Wilfred Ndidi,Jamie Vardy,Shinji Okazaki,2,3,-1,2,16
4459,Arsenal,David Ospina,Laurent Koscielny,Nacho Monreal,Héctor Bellerín,Shkodran Mustafi,Alexis Sánchez,Francis Coquelin,Mesut Özil,Theo Walcott,Granit Xhaka,Danny Welbeck,Manchester City,Willy Caballero,Jesús Navas,Gaël Clichy,Nicolás Otamendi,John Stones,Leroy Sané,David Silva,Fernandinho,Raheem Sterling,Kevin De Bruyne,Sergio Agüero,2,2,0,0,16
4460,Burnley,Tom Heaton,Matthew Lowton,Stephen Ward,Ben Mee,Michael Keane,Joey Barton,Jeff Hendrick,Scott Arfield,George Boyd,Andre Gray,Ashley Barnes,Tottenham Hotspur,Hugo Lloris,Toby Alderweireld,Eric Dier,Jan Vertonghen,Kieran Trippier,Ben Davies,Victor Wanyama,Harry Winks,Christian Eriksen,Dele Alli,Vincent Janssen,0,2,-2,2,16
4461,Chelsea,Thibaut Courtois,César Azpilicueta,David Luiz,Gary Cahill,Cesc Fàbregas,Nemanja Matic,Marcos Alonso,N'Golo Kanté,Pedro,Eden Hazard,Diego Costa,Crystal Palace,Wayne Hennessey,Mamadou Sakho,Joel Ward,James Tomkins,Jeffrey Schlupp,Andros Townsend,Jason Puncheon,Luka Milivojevic,Yohan Cabaye,Wilfried Zaha,Christian Benteke,1,2,-1,2,16
4462,Hull City,Eldin Jakupovic,Curtis Davies,Andrea Ranocchia,Harry Maguire,Alfred N'Diaye,Sam Clucas,Andrew Robertson,Ahmed El Mohamady,Abel Hernández,Lazar Markovic,Oumar Niasse,West Ham United,Darren Randolph,Sam Byram,James Collins,José Fonte,Aaron Cresswell,Manuel Lanzini,Cheikhou Kouyaté,Robert Snodgrass,André Ayew,Sofiane Feghouli,Andy Carroll,2,1,1,1,16
4463,Leicester City,Kasper Schmeichel,Robert Huth,Yohan Benalouane,Christian Fuchs,Danny Simpson,Demarai Gray,Riyad Mahrez,Wilfred Ndidi,Daniel Drinkwater,Jamie Vardy,Shinji Okazaki,Stoke City,Lee Grant,Bruno Martins Indi,Glen Johnson,Ryan Shawcross,Erik Pieters,Glenn Whelan,Joe Allen,Ramadan Sobhi,Marko Arnautovic,Jonathan Walters,Saido Berahino,2,0,2,1,16
4464,Liverpool,Simon Mignolet,James Milner,Dejan Lovren,Nathaniel Clyne,Joel Matip,Lucas Leiva,Georginio Wijnaldum,Emre Can,Sadio Mané,Philippe Coutinho,Roberto Firmino,Everton,Joel Robles,Ashley Williams,Phil Jagielka,Matthew Pennington,Leighton Baines,Mason Holgate,Idrissa Gueye,Tom Davies,Ross Barkley,Dominic Calvert-Lewin,Romelu Lukaku,3,1,2,1,16
4465,Manchester United,David de Gea,Eric Bailly,Luis Antonio Valencia,Marcos Rojo,Ashley Young,Henrikh Mkhitaryan,Michael Carrick,Anthony Martial,Marouane Fellaini,Jesse Lingard,Marcus Rashford,West Bromwich Albion,Ben Foster,Allan-Roméo Nyom,Gareth McAuley,Craig Dawson,Jonny Evans,Darren Fletcher,Jake Livermore,Chris Brunt,Nacer Chadli,James McClean,Hal Robson-Kanu,0,0,0,0,16
4466,Southampton,Fraser Forster,Maya Yoshida,Ryan Bertrand,Jack Stephens,Cédric Soares,Nathan Redmond,James Ward-Prowse,Oriol Romeu,Steven Davis,Dusan Tadic,Jay Rodriguez,AFC Bournemouth,Artur Boruc,Adam Smith,Steve Cook,Simon Francis,Charlie Daniels,Andrew Surman,Dan Gosling,Ryan Fraser,Marc Pugh,Benik Afobe,Joshua King,0,0,0,0,16
4467,Swansea City,Lukasz Fabianski,Federico Fernández,Kyle Naughton,Martin Olsson,Alfie Mawson,Jack Cork,Leroy Fer,Tom Carroll,Luciano Narsingh,Gylfi Sigurdsson,Jordan Ayew,Middlesbrough,Víctor Valdés,Bernardo Espinosa,Antonio Barragán,Ben Gibson,Fabio,Stewart Downing,Gastón Ramírez,Adama Traoré,Adam Clayton,Marten de Roon,Álvaro Negredo,0,0,0,0,16
4468,Watford,Heurelho Gomes,Younes Kaboul,Craig Cathcart,Miguel Britos,José Holebas,Tom Cleverley,Etienne Capoue,M'Baye Niang,Nordin Amrabat,Abdoulaye Doucouré,Stefano Okaka,Sunderland,Jordan Pickford,John O'Shea,Lamine Koné,Bryan Oviedo,Billy Jones,Fabio Borini,Adnan Januzaj,Jack Rodwell,Jason Denayer,Darron Gibson,Jermain Defoe,1,0,1,1,16
4469,Arsenal,Emiliano Martínez,Shkodran Mustafi,Gabriel Paulista,Héctor Bellerín,Nacho Monreal,Alexis Sánchez,Theo Walcott,Granit Xhaka,Mohamed Elneny,Mesut Özil,Danny Welbeck,West Ham United,Darren Randolph,James Collins,Arthur Masuaku,Sam Byram,José Fonte,André Ayew,Cheikhou Kouyaté,Manuel Lanzini,Mark Noble,Michail Antonio,Andy Carroll,3,0,3,1,16
4470,Burnley,Tom Heaton,Ben Mee,Michael Keane,Stephen Ward,Matthew Lowton,George Boyd,Joey Barton,Jeff Hendrick,Steven Defour,Andre Gray,Sam Vokes,Stoke City,Lee Grant,Ryan Shawcross,Marc Muniesa,Bruno Martins Indi,Charlie Adam,Erik Pieters,Geoff Cameron,Mame Biram Diouf,Saido Berahino,Joe Allen,Marko Arnautovic,1,0,1,1,16
4471,Hull City,Eldin Jakupovic,Ahmed El Mohamady,Harry Maguire,Andrew Robertson,Andrea Ranocchia,Lazar Markovic,Kamil Grosicki,Alfred N'Diaye,Sam Clucas,Abel Hernández,Oumar Niasse,Middlesbrough,Víctor Valdés,James Husband,Antonio Barragán,Ben Gibson,Daniel Ayala,Stewart Downing,Adam Clayton,Marten de Roon,Adama Traoré,Rudy Gestede,Álvaro Negredo,4,2,2,1,16
4472,Leicester City,Kasper Schmeichel,Yohan Benalouane,Robert Huth,Christian Fuchs,Danny Simpson,Demarai Gray,Riyad Mahrez,Wilfred Ndidi,Daniel Drinkwater,Jamie Vardy,Shinji Okazaki,Sunderland,Jordan Pickford,Billy Jones,Jason Denayer,Lamine Koné,Bryan Oviedo,Didier Ndong,Sebastian Larsson,Jack Rodwell,Lee Cattermole,Fabio Borini,Jermain Defoe,2,0,2,1,16
4473,Manchester United,David de Gea,Marcos Rojo,Eric Bailly,Ashley Young,Daley Blind,Ander Herrera,Michael Carrick,Marouane Fellaini,Jesse Lingard,Zlatan Ibrahimovic,Marcus Rashford,Everton,Joel Robles,Ashley Williams,Mason Holgate,Phil Jagielka,Leighton Baines,Ross Barkley,Idrissa Gueye,Tom Davies,Gareth Barry,Kevin Mirallas,Romelu Lukaku,1,1,0,0,16
4474,Swansea City,Lukasz Fabianski,Federico Fernández,Martin Olsson,Alfie Mawson,Kyle Naughton,Jack Cork,Leroy Fer,Tom Carroll,Jordan Ayew,Wayne Routledge,Gylfi Sigurdsson,Tottenham Hotspur,Michel Vorm,Toby Alderweireld,Jan Vertonghen,Kyle Walker,Ben Davies,Eric Dier,Dele Alli,Mousa Dembélé,Christian Eriksen,Moussa Sissoko,Son Heung-Min,1,3,-2,2,16
4475,Watford,Heurelho Gomes,Sebastian Prödl,Miguel Britos,José Holebas,Craig Cathcart,Nordin Amrabat,Tom Cleverley,Abdoulaye Doucouré,Etienne Capoue,M'Baye Niang,Troy Deeney,West Bromwich Albion,Ben Foster,Craig Dawson,Jonny Evans,Allan-Roméo Nyom,Gareth McAuley,Jake Livermore,Chris Brunt,Darren Fletcher,Hal Robson-Kanu,Nacer Chadli,James McClean,2,0,2,1,16
4476,Chelsea,Thibaut Courtois,Gary Cahill,Kurt Zouma,David Luiz,Cesc Fàbregas,Marcos Alonso,N'Golo Kanté,César Azpilicueta,Eden Hazard,Pedro,Diego Costa,Manchester City,Willy Caballero,John Stones,Gaël Clichy,Jesús Navas,Vincent Kompany,Kevin De Bruyne,Fernandinho,David Silva,Fabian Delph,Leroy Sané,Sergio Agüero,2,1,1,1,16
4477,Liverpool,Simon Mignolet,Nathaniel Clyne,Dejan Lovren,Ragnar Klavan,James Milner,Emre Can,Lucas Leiva,Georginio Wijnaldum,Divock Origi,Roberto Firmino,Philippe Coutinho,AFC Bournemouth,Artur Boruc,Adam Smith,Steve Cook,Charlie Daniels,Simon Francis,Marc Pugh,Jack Wilshere,Jordon Ibe,Harry Arter,Joshua King,Benik Afobe,2,2,0,0,16
4478,Southampton,Fraser Forster,Jack Stephens,Sam McQueen,Maya Yoshida,Cédric Soares,Dusan Tadic,Oriol Romeu,Nathan Redmond,James Ward-Prowse,Steven Davis,Shane Long,Crystal Palace,Wayne Hennessey,Jeffrey Schlupp,Martin Kelly,Joel Ward,Mamadou Sakho,Andros Townsend,Luka Milivojevic,Yohan Cabaye,Wilfried Zaha,Jason Puncheon,Christian Benteke,3,1,2,1,16
4479,AFC Bournemouth,Artur Boruc,Steve Cook,Adam Smith,Simon Francis,Charlie Daniels,Ryan Fraser,Marc Pugh,Jack Wilshere,Harry Arter,Benik Afobe,Joshua King,Chelsea,Thibaut Courtois,David Luiz,César Azpilicueta,Gary Cahill,Nemanja Matic,N'Golo Kanté,Victor Moses,Marcos Alonso,Pedro,Diego Costa,Eden Hazard,1,3,-2,2,16
4480,Crystal Palace,Wayne Hennessey,Jeffrey Schlupp,Joel Ward,Martin Kelly,Mamadou Sakho,Wilfried Zaha,Luka Milivojevic,Yohan Cabaye,Jason Puncheon,Andros Townsend,Christian Benteke,Arsenal,Emiliano Martínez,Shkodran Mustafi,Nacho Monreal,Héctor Bellerín,Gabriel Paulista,Alexis Sánchez,Theo Walcott,Mohamed Elneny,Granit Xhaka,Mesut Özil,Danny Welbeck,3,0,3,1,16
4481,Everton,Joel Robles,Phil Jagielka,Leighton Baines,Mason Holgate,Matthew Pennington,Tom Davies,Idrissa Gueye,Morgan Schneiderlin,Ross Barkley,Romelu Lukaku,Kevin Mirallas,Leicester City,Kasper Schmeichel,Ben Chilwell,Daniel Amartey,Robert Huth,Yohan Benalouane,Marc Albrighton,Daniel Drinkwater,Andy King,Demarai Gray,Jamie Vardy,Islam Slimani,4,2,2,1,16
4482,Manchester City,Claudio Bravo,Jesús Navas,Aleksandar Kolarov,John Stones,Gaël Clichy,Yaya Touré,David Silva,Fabian Delph,Raheem Sterling,Leroy Sané,Sergio Agüero,Hull City,Eldin Jakupovic,Ahmed El Mohamady,Andrew Robertson,Michael Dawson,Andrea Ranocchia,Lazar Markovic,Kamil Grosicki,Alfred N'Diaye,Sam Clucas,Evandro,Oumar Niasse,3,1,2,1,16
4483,Middlesbrough,Víctor Valdés,Bernardo Espinosa,Ben Gibson,Daniel Ayala,Stewart Downing,Antonio Barragán,Adam Clayton,Grant Leadbitter,Adam Forshaw,Rudy Gestede,Cristhian Stuani,Burnley,Tom Heaton,Stephen Ward,Ben Mee,Michael Keane,Matthew Lowton,Joey Barton,George Boyd,Jeff Hendrick,Robbie Brady,Andre Gray,Ashley Barnes,0,0,0,0,16
4484,Stoke City,Lee Grant,Erik Pieters,Bruno Martins Indi,Glen Johnson,Ryan Shawcross,Joe Allen,Xherdan Shaqiri,Geoff Cameron,Marko Arnautovic,Saido Berahino,Jonathan Walters,Liverpool,Simon Mignolet,Joel Matip,Dejan Lovren,Ragnar Klavan,Trent Alexander-Arnold,Emre Can,Nathaniel Clyne,Georginio Wijnaldum,James Milner,Divock Origi,Ben Woodburn,1,2,-1,2,16
4485,Sunderland,Jordan Pickford,Billy Jones,Jason Denayer,Bryan Oviedo,Lamine Koné,Sebastian Larsson,Didier Ndong,Jack Rodwell,Lee Cattermole,Jermain Defoe,Victor Anichebe,Manchester United,Sergio Romero,Marcos Rojo,Luke Shaw,Matteo Darmian,Eric Bailly,Ander Herrera,Marouane Fellaini,Paul Pogba,Zlatan Ibrahimovic,Jesse Lingard,Henrikh Mkhitaryan,0,3,-3,2,16
4486,Tottenham Hotspur,Hugo Lloris,Kieran Trippier,Jan Vertonghen,Toby Alderweireld,Ben Davies,Eric Dier,Dele Alli,Mousa Dembélé,Christian Eriksen,Son Heung-Min,Vincent Janssen,Watford,Heurelho Gomes,Craig Cathcart,José Holebas,Daryl Janmaat,Adrian Mariappa,Isaac Success,Abdoulaye Doucouré,M'Baye Niang,Tom Cleverley,Nordin Amrabat,Stefano Okaka,4,0,4,1,16
4487,West Bromwich Albion,Ben Foster,Jonny Evans,Allan-Roméo Nyom,Craig Dawson,Gareth McAuley,James Morrison,Nacer Chadli,Jake Livermore,Matt Phillips,Darren Fletcher,Salomón Rondón,Southampton,Fraser Forster,Maya Yoshida,Jack Stephens,Ryan Bertrand,Cédric Soares,Dusan Tadic,Pierre-Emile Højbjerg,Nathan Redmond,James Ward-Prowse,Jordy Clasie,Shane Long,0,1,-1,2,16
4488,West Ham United,Darren Randolph,James Collins,Sam Byram,Arthur Masuaku,José Fonte,Cheikhou Kouyaté,Mark Noble,Manuel Lanzini,Robert Snodgrass,Michail Antonio,André Ayew,Swansea City,Lukasz Fabianski,Kyle Naughton,Federico Fernández,Alfie Mawson,Martin Olsson,Tom Carroll,Leroy Fer,Jack Cork,Wayne Routledge,Gylfi Sigurdsson,Jordan Ayew,1,0,1,1,16
4489,Crystal Palace,Wayne Hennessey,Jeffrey Schlupp,Martin Kelly,Mamadou Sakho,Joel Ward,Jason Puncheon,Luka Milivojevic,Wilfried Zaha,Yohan Cabaye,Andros Townsend,Christian Benteke,Leicester City,Kasper Schmeichel,Yohan Benalouane,Danny Simpson,Christian Fuchs,Robert Huth,Andy King,Marc Albrighton,Riyad Mahrez,Wilfred Ndidi,Jamie Vardy,Leonardo Ulloa,2,2,0,0,16
4490,Everton,Joel Robles,Phil Jagielka,Leighton Baines,Mason Holgate,Ashley Williams,Tom Davies,Morgan Schneiderlin,Idrissa Gueye,Ross Barkley,Romelu Lukaku,Kevin Mirallas,Burnley,Tom Heaton,Matthew Lowton,Stephen Ward,Ben Mee,Michael Keane,George Boyd,Joey Barton,Robbie Brady,Jeff Hendrick,Ashley Barnes,Sam Vokes,3,1,2,1,16
4491,Manchester United,David de Gea,Eric Bailly,Matteo Darmian,Marcos Rojo,Ander Herrera,Ashley Young,Paul Pogba,Luis Antonio Valencia,Marouane Fellaini,Marcus Rashford,Jesse Lingard,Chelsea,Asmir Begovic,Gary Cahill,David Luiz,Kurt Zouma,Nemanja Matic,César Azpilicueta,N'Golo Kanté,Victor Moses,Diego Costa,Eden Hazard,Pedro,2,0,2,1,16
4492,Middlesbrough,Brad Guzan,Ben Gibson,Fabio,Daniel Ayala,Antonio Barragán,Grant Leadbitter,Adam Clayton,Marten de Roon,Stewart Downing,Álvaro Negredo,Gastón Ramírez,Arsenal,Petr Cech,Laurent Koscielny,Rob Holding,Gabriel Paulista,Granit Xhaka,Aaron Ramsey,Nacho Monreal,Alex Oxlade-Chamberlain,Mesut Özil,Olivier Giroud,Alexis Sánchez,1,2,-1,2,16
4493,Southampton,Fraser Forster,Maya Yoshida,Cédric Soares,Ryan Bertrand,Jack Stephens,Pierre-Emile Højbjerg,Nathan Redmond,Steven Davis,James Ward-Prowse,Dusan Tadic,Manolo Gabbiadini,Manchester City,Claudio Bravo,Nicolás Otamendi,Jesús Navas,Vincent Kompany,Gaël Clichy,Fernandinho,David Silva,Yaya Touré,Kevin De Bruyne,Leroy Sané,Sergio Agüero,0,3,-3,2,16
4494,Stoke City,Lee Grant,Bruno Martins Indi,Ryan Shawcross,Marc Muniesa,Erik Pieters,Charlie Adam,Geoff Cameron,Glen Johnson,Xherdan Shaqiri,Saido Berahino,Marko Arnautovic,Hull City,Eldin Jakupovic,Andrew Robertson,Harry Maguire,Michael Dawson,Andrea Ranocchia,Kamil Grosicki,Lazar Markovic,Tom Huddlestone,Alfred N'Diaye,Oumar Niasse,Sam Clucas,3,1,2,1,16
4495,Sunderland,Jordan Pickford,Billy Jones,Javier Manquillo,Jason Denayer,John O'Shea,Lee Cattermole,Darron Gibson,Didier Ndong,Victor Anichebe,Jermain Defoe,Wahbi Khazri,West Ham United,Darren Randolph,José Fonte,James Collins,Sam Byram,Arthur Masuaku,Manuel Lanzini,André Ayew,Edimilson Fernandes,Cheikhou Kouyaté,Robert Snodgrass,Andy Carroll,2,2,0,0,16
